"Counting","CITP Australian Citizenship","CED (UR)","AGEP Age","Count",
"Persons, Place of Usual Residence","Australian","North Sydney","26",1641
"Persons, Place of Usual Residence","Australian","North Sydney","27",1657
"Persons, Place of Usual Residence","Australian","North Sydney","28",1690
"Persons, Place of Usual Residence","Australian","North Sydney","29",1767
"Persons, Place of Usual Residence","Australian","North Sydney","30",1807
"Persons, Place of Usual Residence","Australian","Page","15",1950
"Persons, Place of Usual Residence","Australian","Page","16",1826
"Persons, Place of Usual Residence","Australian","Page","17",2004
"Persons, Place of Usual Residence","Australian","Page","18",1716
"Persons, Place of Usual Residence","Australian","Page","19",1441
"Persons, Place of Usual Residence","Australian","Page","20",1360
"Persons, Place of Usual Residence","Australian","Page","21",1320
"Persons, Place of Usual Residence","Australian","Page","22",1264
"Persons, Place of Usual Residence","Australian","Page","23",1209
"Persons, Place of Usual Residence","Australian","Page","24",1282
"Persons, Place of Usual Residence","Australian","Page","25",1204
"Persons, Place of Usual Residence","Australian","Page","26",1167
"Persons, Place of Usual Residence","Australian","Page","27",1230
"Persons, Place of Usual Residence","Australian","Page","28",1196
"Persons, Place of Usual Residence","Australian","Page","29",1220
"Persons, Place of Usual Residence","Australian","Page","30",1192
"Persons, Place of Usual Residence","Australian","Parkes","15",1717
"Persons, Place of Usual Residence","Australian","Parkes","16",1589
"Persons, Place of Usual Residence","Australian","Parkes","17",1630
"Persons, Place of Usual Residence","Australian","Parkes","18",1482
"Persons, Place of Usual Residence","Australian","Parkes","19",1450
"Persons, Place of Usual Residence","Australian","Parkes","20",1469
"Persons, Place of Usual Residence","Australian","Parkes","21",1450
"Persons, Place of Usual Residence","Australian","Parkes","22",1449
"Persons, Place of Usual Residence","Australian","Parkes","23",1537
"Persons, Place of Usual Residence","Australian","Parkes","24",1603
"Persons, Place of Usual Residence","Australian","Parkes","25",1660
"Persons, Place of Usual Residence","Australian","Parkes","26",1656
"Persons, Place of Usual Residence","Australian","Parkes","27",1597
"Persons, Place of Usual Residence","Australian","Parkes","28",1544
"Persons, Place of Usual Residence","Australian","Parkes","29",1575
"Persons, Place of Usual Residence","Australian","Parkes","30",1569
"Persons, Place of Usual Residence","Australian","Parramatta","15",1452
"Persons, Place of Usual Residence","Australian","Parramatta","16",1479
"Persons, Place of Usual Residence","Australian","Parramatta","17",1435
"Persons, Place of Usual Residence","Australian","Parramatta","18",1561
"Persons, Place of Usual Residence","Australian","Parramatta","19",1436
"Persons, Place of Usual Residence","Australian","Parramatta","20",1568
"Persons, Place of Usual Residence","Australian","Parramatta","21",1524
"Persons, Place of Usual Residence","Australian","Parramatta","22",1488
"Persons, Place of Usual Residence","Australian","Parramatta","23",1543
"Persons, Place of Usual Residence","Australian","Parramatta","24",1491
"Persons, Place of Usual Residence","Australian","Parramatta","25",1612
"Persons, Place of Usual Residence","Australian","Parramatta","26",1530
"Persons, Place of Usual Residence","Australian","Parramatta","27",1616
"Persons, Place of Usual Residence","Australian","Parramatta","28",1669
"Persons, Place of Usual Residence","Australian","Parramatta","29",1857
"Persons, Place of Usual Residence","Australian","Parramatta","30",1876
"Persons, Place of Usual Residence","Australian","Paterson","15",1828
"Persons, Place of Usual Residence","Australian","Paterson","16",1849
"Persons, Place of Usual Residence","Australian","Paterson","17",1837
"Persons, Place of Usual Residence","Australian","Paterson","18",1727
"Persons, Place of Usual Residence","Australian","Paterson","19",1601
"Persons, Place of Usual Residence","Australian","Paterson","20",1604
"Persons, Place of Usual Residence","Australian","Paterson","21",1628
"Persons, Place of Usual Residence","Australian","Paterson","22",1701
"Persons, Place of Usual Residence","Australian","Paterson","23",1650
"Persons, Place of Usual Residence","Australian","Paterson","24",1707
"Persons, Place of Usual Residence","Australian","Paterson","25",1715
"Persons, Place of Usual Residence","Australian","Paterson","26",1762
"Persons, Place of Usual Residence","Australian","Paterson","27",1642
"Persons, Place of Usual Residence","Australian","Paterson","28",1613
"Persons, Place of Usual Residence","Australian","Paterson","29",1656
"Persons, Place of Usual Residence","Australian","Paterson","30",1599
"Persons, Place of Usual Residence","Australian","Reid","15",1293
"Persons, Place of Usual Residence","Australian","Reid","16",1405
"Persons, Place of Usual Residence","Australian","Reid","17",1270
"Persons, Place of Usual Residence","Australian","Reid","18",1405
"Persons, Place of Usual Residence","Australian","Reid","19",1432
"Persons, Place of Usual Residence","Australian","Reid","20",1462
"Persons, Place of Usual Residence","Australian","Reid","21",1447
"Persons, Place of Usual Residence","Australian","Reid","22",1446
"Persons, Place of Usual Residence","Australian","Reid","23",1484
"Persons, Place of Usual Residence","Australian","Reid","24",1524
"Persons, Place of Usual Residence","Australian","Reid","25",1617
"Persons, Place of Usual Residence","Australian","Reid","26",1554
"Persons, Place of Usual Residence","Australian","Reid","27",1685
"Persons, Place of Usual Residence","Australian","Reid","28",1720
"Persons, Place of Usual Residence","Australian","Reid","29",1818
"Persons, Place of Usual Residence","Australian","Reid","30",1839
"Persons, Place of Usual Residence","Australian","Richmond","15",1576
"Persons, Place of Usual Residence","Australian","Richmond","16",1681
"Persons, Place of Usual Residence","Australian","Richmond","17",1618
"Persons, Place of Usual Residence","Australian","Richmond","18",1417
"Persons, Place of Usual Residence","Australian","Richmond","19",1170
"Persons, Place of Usual Residence","Australian","Richmond","20",1162
"Persons, Place of Usual Residence","Australian","Richmond","21",1106
"Persons, Place of Usual Residence","Australian","Richmond","22",1134
"Persons, Place of Usual Residence","Australian","Richmond","23",1017
"Persons, Place of Usual Residence","Australian","Richmond","24",1052
"Persons, Place of Usual Residence","Australian","Richmond","25",1024
"Persons, Place of Usual Residence","Australian","Richmond","26",1064
"Persons, Place of Usual Residence","Australian","Richmond","27",1054
"Persons, Place of Usual Residence","Australian","Richmond","28",1088
"Persons, Place of Usual Residence","Australian","Richmond","29",1081
"Persons, Place of Usual Residence","Australian","Richmond","30",1154
"Persons, Place of Usual Residence","Australian","Riverina","15",1887
"Persons, Place of Usual Residence","Australian","Riverina","16",1805
"Persons, Place of Usual Residence","Australian","Riverina","17",1880
"Persons, Place of Usual Residence","Australian","Riverina","18",1820
"Persons, Place of Usual Residence","Australian","Riverina","19",1764
"Persons, Place of Usual Residence","Australian","Riverina","20",1749
"Persons, Place of Usual Residence","Australian","Riverina","21",1739
"Persons, Place of Usual Residence","Australian","Riverina","22",1684
"Persons, Place of Usual Residence","Australian","Riverina","23",1701
"Persons, Place of Usual Residence","Australian","Riverina","24",1573
"Persons, Place of Usual Residence","Australian","Riverina","25",1574
"Persons, Place of Usual Residence","Australian","Riverina","26",1617
"Persons, Place of Usual Residence","Australian","Riverina","27",1485
"Persons, Place of Usual Residence","Australian","Riverina","28",1364
"Persons, Place of Usual Residence","Australian","Riverina","29",1456
"Persons, Place of Usual Residence","Australian","Riverina","30",1564
"Persons, Place of Usual Residence","Australian","Robertson","15",1570
"Persons, Place of Usual Residence","Australian","Robertson","16",1581
"Persons, Place of Usual Residence","Australian","Robertson","17",1541
"Persons, Place of Usual Residence","Australian","Robertson","18",1547
"Persons, Place of Usual Residence","Australian","Robertson","19",1501
"Persons, Place of Usual Residence","Australian","Robertson","20",1415
"Persons, Place of Usual Residence","Australian","Robertson","21",1434
"Persons, Place of Usual Residence","Australian","Robertson","22",1353
"Persons, Place of Usual Residence","Australian","Robertson","23",1318
"Persons, Place of Usual Residence","Australian","Robertson","24",1286
"Persons, Place of Usual Residence","Australian","Robertson","25",1342
"Persons, Place of Usual Residence","Australian","Robertson","26",1313
"Persons, Place of Usual Residence","Australian","Robertson","27",1185
"Persons, Place of Usual Residence","Australian","Robertson","28",1222
"Persons, Place of Usual Residence","Australian","Robertson","29",1262
"Persons, Place of Usual Residence","Australian","Robertson","30",1294
"Persons, Place of Usual Residence","Australian","Shortland","15",1713
"Persons, Place of Usual Residence","Australian","Shortland","16",1747
"Persons, Place of Usual Residence","Australian","Shortland","17",1677
"Persons, Place of Usual Residence","Australian","Shortland","18",1674
"Persons, Place of Usual Residence","Australian","Shortland","19",1622
"Persons, Place of Usual Residence","Australian","Shortland","20",1610
"Persons, Place of Usual Residence","Australian","Shortland","21",1573
"Persons, Place of Usual Residence","Australian","Shortland","22",1488
"Persons, Place of Usual Residence","Australian","Shortland","23",1451
"Persons, Place of Usual Residence","Australian","Shortland","24",1365
"Persons, Place of Usual Residence","Australian","Shortland","25",1335
"Persons, Place of Usual Residence","Australian","Shortland","26",1309
"Persons, Place of Usual Residence","Australian","Shortland","27",1328
"Persons, Place of Usual Residence","Australian","Shortland","28",1329
"Persons, Place of Usual Residence","Australian","Shortland","29",1361
"Persons, Place of Usual Residence","Australian","Shortland","30",1401
"Persons, Place of Usual Residence","Australian","Sydney","15",498
"Persons, Place of Usual Residence","Australian","Sydney","16",486
"Persons, Place of Usual Residence","Australian","Sydney","17",462
"Persons, Place of Usual Residence","Australian","Sydney","18",803
"Persons, Place of Usual Residence","Australian","Sydney","19",1291
"Persons, Place of Usual Residence","Australian","Sydney","20",1351
"Persons, Place of Usual Residence","Australian","Sydney","21",1416
"Persons, Place of Usual Residence","Australian","Sydney","22",1603
"Persons, Place of Usual Residence","Australian","Sydney","23",1974
"Persons, Place of Usual Residence","Australian","Sydney","24",2330
"Persons, Place of Usual Residence","Australian","Sydney","25",2662
"Persons, Place of Usual Residence","Australian","Sydney","26",2984
"Persons, Place of Usual Residence","Australian","Sydney","27",3084
"Persons, Place of Usual Residence","Australian","Sydney","28",3124
"Persons, Place of Usual Residence","Australian","Sydney","29",3041
"Persons, Place of Usual Residence","Australian","Sydney","30",2989
"Persons, Place of Usual Residence","Australian","Warringah","15",1415
"Persons, Place of Usual Residence","Australian","Warringah","16",1417
"Persons, Place of Usual Residence","Australian","Warringah","17",1380
"Persons, Place of Usual Residence","Australian","Warringah","18",1197
"Persons, Place of Usual Residence","Australian","Warringah","19",1157
"Persons, Place of Usual Residence","Australian","Warringah","20",1158
"Persons, Place of Usual Residence","Australian","Warringah","21",1111
"Persons, Place of Usual Residence","Australian","Warringah","22",1091
"Persons, Place of Usual Residence","Australian","Warringah","23",1071
